Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Variance to Budget
707,2/1/11 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,340,500,370,840,270,"2,041",405,94,259,675,146,-20%
760,2/2/11 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,220,230,150,450,239,"1,417",239,66,149,478,90,6%
323,2/3/11 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,120,160,30,280,125,700,173,113,27,298,146,6%
719,2/4/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,"1,059",163,45,94,325,69,16%
224,2/5/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,110,90,180,87,756,126,24,91,213,35,18%
234,2/6/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,449,32,5,15,53,17,33%
970,2/7/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,421,73,47,-4,125,77,14%
630,2/8/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,84,603,109,27,70,193,39,21%
740,2/9/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,32,813,47,8,28,79,19,32%
720,2/10/11 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,57,323,77,18,31,134,46,22%
773,2/11/11 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,799,139,26,102,234,37,17%
863,2/12/11 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,49,611,63,16,35,112,28,40%
772,2/13/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,54,301,66,20,12,120,54,33%
508,2/14/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,60,30,100,58,325,71,22,16,129,55,29%
516,2/15/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,180,220,130,400,245,"1,471",268,93,141,513,127,28%
813,2/16/11 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,70,50,120,71,950,84,22,40,155,44,29%
914,2/17/11 0:00,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,160,-20,-80,140,214,"1,480",-32,66,-119,182,87,30%
214,2/18/11 0:00,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,80,50,130,57,323,77,18,31,134,46,3%
281,2/19/11 0:00,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,70,40,110,49,351,72,15,35,121,37,10%
562,2/20/11 0:00,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,120,100,200,95,799,139,26,101,234,38,17%
213,2/21/11 0:00,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,180,230,170,410,214,923,253,66,165,467,88,14%
562,2/22/11 0:00,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,84,603,109,27,69,193,40,21%
970,2/23/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,70,20,110,58,325,71,22,16,129,55,17%
815,2/24/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,441,117,22,84,198,33,16%
513,2/25/11 0:00,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,60,180,84,632,126,27,68,210,58,17%
303,2/26/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,60,30,110,62,952,73,19,32,135,41,23%
773,2/27/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,40,150,72,541,108,23,53,180,55,20%
513,2/28/11 0:00,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,110,70,180,89,481,125,27,74,214,51,19%
720,3/1/11 0:00,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,613,55,14,29,98,26,23%
863,3/2/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,50,40,80,33,813,48,9,27,81,21,1%
978,3/3/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,32,813,47,8,28,79,19,-1%
716,3/4/11 0:00,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,150,120,250,95,799,139,26,102,234,37,-6%
315,3/5/11 0:00,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,90,140,110,230,87,756,126,24,91,213,35,-7%
813,3/6/11 0:00,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,80,60,130,49,767,72,13,47,121,25,-7%
857,3/7/11 0:00,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,21,449,32,5,15,53,17,6%
518,3/8/11 0:00,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,130,100,210,81,441,117,22,83,198,34,-6%
415,3/9/11 0:00,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,50,90,80,140,87,756,126,24,91,213,35,52%
951,3/10/11 0:00,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,441,117,22,84,198,33,52%
415,3/11/11 0:00,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,80,50,120,72,541,108,23,54,180,54,50%
563,3/12/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,617,31,7,12,54,19,8%
573,3/13/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,100,60,170,74,949,89,22,45,163,44,-4%
414,3/14/11 0:00,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,110,70,190,80,415,108,26,55,188,53,-1%
563,3/15/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,731,43,0,32,43,11,-14%
660,3/16/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,48,766,70,13,45,118,25,-9%
715,3/17/11 0:00,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,49,611,63,16,34,112,29,-14%
860,3/18/11 0:00,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,70,40,120,53,299,71,17,26,124,45,3%
318,3/19/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,90,70,150,49,767,72,13,47,121,25,-19%
505,3/20/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,110,20,-20,130,88,715,18,27,-33,106,51,-18%
405,3/21/11 0:00,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,40,50,40,90,32,813,47,8,27,79,20,-12%
504,3/22/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,40,70,50,110,52,376,77,16,38,129,39,17%
505,3/23/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,36,187,49,11,11,85,38,21%
580,3/24/11 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,70,110,70,180,84,632,126,27,68,210,58,17%
702,3/25/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,958,35,8,6,63,29,-10%
503,3/26/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,60,90,60,150,49,351,72,15,34,121,38,-19%
435,3/27/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,130,70,230,85,476,104,32,38,189,66,-18%
206,3/28/11 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,170,70,280,95,532,132,86,16,227,116,-19%
775,3/29/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,20,10,30,16,772,25,4,10,41,15,37%
971,3/30/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,150,160,100,310,162,"1,059",163,45,94,325,69,5%
435,3/31/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,49,809,72,13,47,121,25,10%
425,4/1/11 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,50,140,71,950,84,22,40,155,44,11%
712,4/2/11 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,816,27,5,10,45,17,13%
262,4/3/11 0:00,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,54,301,66,20,13,120,53,0%
641,4/4/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,958,35,8,6,63,29,5%
573,4/5/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,100,40,190,85,476,104,32,39,189,65,-1%
262,4/6/11 0:00,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,532,132,86,17,227,115,-1%
712,4/7/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,30,20,40,16,772,25,4,9,41,16,2%
573,4/8/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,49,809,72,13,47,121,25,-14%
715,4/9/11 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,71,950,84,22,41,155,43,-14%
603,4/10/11 0:00,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,60,40,100,43,231,64,13,29,107,35,7%
475,4/11/11 0:00,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,110,180,130,290,123,932,186,40,114,309,72,7%
603,4/12/11 0:00,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,70,40,110,47,361,72,15,26,119,46,8%
860,4/13/11 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,80,10,140,63,506,87,57,0,150,87,7%
603,4/14/11 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,251,63,40,-7,107,70,7%
603,4/15/11 0:00,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,33,162,42,12,-4,75,46,7%
225,4/16/11 0:00,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,60,50,100,33,768,49,9,29,82,20,-18%
505,4/17/11 0:00,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,90,50,140,47,361,72,15,26,119,46,-15%
918,4/18/11 0:00,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,43,613,55,14,29,98,26,-18%
318,4/19/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,70,0,120,63,187,87,57,1,150,86,25%
505,4/20/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,40,10,60,33,36,42,12,-3,75,45,25%
405,4/21/11 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,70,110,80,180,89,94,125,27,74,214,51,19%
318,4/22/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,50,90,70,140,62,346,105,19,63,167,42,19%
505,4/23/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,44,251,63,40,-7,107,70,19%
918,4/24/11 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,21,449,32,5,15,53,17,33%
503,4/25/11 0:00,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,421,73,47,-3,125,76,-17%
435,4/26/11 0:00,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,74,949,89,22,45,163,44,-19%
702,4/27/11 0:00,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,33,190,42,12,-4,75,46,-17%
503,4/28/11 0:00,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,70,110,60,180,62,385,87,20,24,149,63,-17%
801,4/29/11 0:00,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,90,60,150,53,299,71,17,26,124,45,-17%
206,4/30/11 0:00,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,110,80,180,61,325,89,19,48,150,41,-17%
775,5/1/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,731,43,0,31,43,12,8%
541,5/2/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,70,20,120,58,325,71,22,15,129,56,8%
435,5/3/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,70,50,110,48,766,70,13,45,118,25,7%
253,5/4/11 0:00,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,49,611,63,16,35,112,28,12%
775,5/5/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,18,816,27,5,10,45,17,13%
971,5/6/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,70,40,120,57,323,77,18,32,134,45,12%
801,5/7/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,48,611,62,15,34,110,28,10%
253,5/8/11 0:00,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,54,301,66,20,12,120,54,9%
641,5/9/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,290,210,490,243,"1,260",324,80,212,567,112,16%
816,5/10/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,251,63,40,-6,107,69,19%
262,5/11/11 0:00,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,90,70,140,62,346,105,19,63,167,42,19%
319,5/12/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,90,140,110,230,109,585,158,34,102,267,56,16%
636,5/13/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,20,-10,90,88,715,18,27,-32,106,50,18%
715,5/14/11 0:00,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,767,72,13,47,121,25,21%
203,5/15/11 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,80,40,140,85,476,104,32,39,189,65,35%
603,5/16/11 0:00,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,30,0,50,33,190,42,12,-3,75,45,50%
203,5/17/11 0:00,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,70,50,120,74,949,89,22,46,163,43,36%
337,5/18/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,48,611,62,15,34,110,28,10%
505,5/19/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,18,816,27,5,10,45,17,13%
580,5/20/11 0:00,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,60,20,110,54,301,66,20,13,120,53,9%
318,5/21/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,80,100,40,180,85,476,104,32,39,189,65,5%
505,5/22/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,40,20,60,28,958,35,8,5,63,30,5%
405,5/23/11 0:00,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,130,30,220,95,532,132,86,17,227,115,3%
775,5/24/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,160,50,260,125,700,173,113,27,298,146,15%
541,5/25/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,30,50,50,80,37,768,55,10,33,92,22,15%
435,5/26/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,30,60,40,90,43,231,64,13,28,107,36,19%
206,5/27/11 0:00,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,100,170,120,270,123,932,186,40,115,309,71,14%
702,5/28/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,130,190,120,320,154,829,213,50,119,367,94,15%
971,5/29/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,43,613,55,14,29,98,26,23%
435,5/30/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,47,361,72,15,26,119,46,19%
360,5/31/11 0:00,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,20,50,50,70,33,768,49,9,29,82,20,17%
702,6/1/11 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,90,140,110,230,109,585,158,34,102,267,56,16%
801,6/2/11 0:00,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,20,-20,90,88,715,18,27,-32,106,50,18%
515,6/3/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,"1,417",239,66,148,478,91,14%
417,6/4/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,36,187,49,11,11,85,38,21%
414,6/5/11 0:00,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,70,40,110,52,376,77,16,38,129,39,17%
515,6/6/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,210,270,160,480,245,"1,369",301,93,175,546,126,14%
417,6/7/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,33,162,42,12,-3,75,45,25%
920,6/8/11 0:00,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,506,87,57,1,150,86,15%
573,6/9/11 0:00,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,190,42,12,-4,75,46,25%
959,6/10/11 0:00,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,80,60,130,49,809,72,13,47,121,25,-7%
603,6/11/11 0:00,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,30,20,40,18,816,27,5,11,45,16,13%
860,6/12/11 0:00,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,25,769,37,7,18,62,19,3%
603,6/13/11 0:00,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,731,43,0,32,43,11,8%
702,6/14/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,220,150,380,243,"1,260",324,80,212,567,112,49%
971,6/15/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,21,449,32,5,16,53,16,77%
801,6/16/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,251,63,40,-7,107,70,53%
206,6/17/11 0:00,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,40,70,40,110,62,346,105,19,62,167,43,52%
702,6/18/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,170,110,320,239,"1,417",239,66,148,478,91,49%
503,6/19/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,90,60,140,84,632,126,27,68,210,58,50%
435,6/20/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,36,187,49,11,10,85,39,70%
253,6/21/11 0:00,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,50,30,80,52,376,77,16,38,129,39,61%
775,6/22/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,160,-160,-240,0,245,"2,449",-245,93,-340,32,127,
541,6/23/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,50,90,60,140,89,481,125,27,74,214,51,53%
435,6/24/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,10,50,33,162,42,12,-4,75,46,50%
206,6/25/11 0:00,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,63,506,87,57,0,150,87,50%
303,6/26/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,822,145,28,105,245,40,-2%
309,6/27/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,180,130,310,123,611,178,39,116,301,62,-3%
513,6/28/11 0:00,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,433,73,47,-3,125,76,-4%
719,6/29/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,130,80,200,68,559,102,22,48,170,54,-15%
217,6/30/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,"1,464",239,66,149,478,90,-15%
419,7/1/11 0:00,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,80,30,140,54,337,67,20,13,121,54,-14%
561,7/2/11 0:00,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,100,150,100,250,112,502,155,34,98,267,57,7%
904,7/3/11 0:00,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,120,80,190,83,433,112,27,58,195,54,3%
903,7/4/11 0:00,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,90,130,100,220,78,593,100,25,63,178,37,-19%
956,7/5/11 0:00,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,110,90,170,81,460,117,22,84,198,33,16%
916,7/6/11 0:00,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-50,-150,190,191,"1,564",-32,63,-141,159,109,-16%
831,7/7/11 0:00,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,240,320,220,560,252,"1,316",335,83,220,587,115,5%
720,7/8/11 0:00,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,140,110,230,91,777,132,25,96,223,36,-3%
740,7/9/11 0:00,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,55,336,74,18,28,129,46,-1%
970,7/10/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,100,70,180,78,593,100,25,63,178,37,-1%
217,7/11/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,270,170,470,191,865,265,63,156,456,109,-3%
513,7/12/11 0:00,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,363,64,13,27,107,37,-3%
720,7/13/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,460,117,22,84,198,33,-14%
217,7/14/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,252,"1,316",335,83,220,587,115,-15%
567,7/15/11 0:00,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,"1,091",163,45,93,325,70,-14%
305,7/16/11 0:00,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,80,130,90,210,88,653,134,29,73,222,61,6%
774,7/17/11 0:00,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,430,400,490,68,-348,451,22,397,519,54,6%
631,7/18/11 0:00,East,Major Market,Colombian,Beans,Coffee,New York,Regular,270,400,280,670,284,"2,108",428,99,276,712,152,6%
786,7/19/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,90,130,30,220,95,554,132,86,17,227,115,3%
617,7/20/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,70,10,110,52,458,65,47,-12,117,77,6%
914,7/21/11 0:00,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,120,-60,-190,60,125,"1,382",-59,113,-205,66,146,10%
351,7/22/11 0:00,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,160,100,310,162,"1,091",163,45,94,325,69,5%
516,7/23/11 0:00,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,220,330,250,550,239,"1,262",325,66,235,564,90,3%
832,7/24/11 0:00,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,310,230,570,209,969,247,64,161,456,86,-20%
832,7/25/11 0:00,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,90,50,140,68,9,102,22,48,170,54,21%
325,7/26/11 0:00,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,70,120,100,190,91,777,132,25,96,223,36,17%
818,7/27/11 0:00,West,Major Market,Amaretto,Beans,Coffee,California,Regular,150,-20,-70,130,123,964,-13,39,-76,110,63,-15%
209,7/28/11 0:00,West,Major Market,Colombian,Beans,Coffee,California,Regular,350,540,400,890,284,"2,108",428,99,276,712,152,-20%
925,7/29/11 0:00,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,220,230,150,450,239,"1,464",239,66,148,478,91,6%
805,7/30/11 0:00,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,120,160,30,280,125,729,173,113,26,298,147,6%
303,7/31/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,"1,091",163,45,94,325,69,16%
224,8/1/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,120,100,190,91,777,132,25,95,223,37,17%
216,8/2/11 0:00,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,454,32,5,16,53,16,33%
719,8/3/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,433,73,47,-4,125,77,14%
224,8/4/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,60,90,60,150,78,593,100,25,62,178,38,19%
614,8/5/11 0:00,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,30,820,45,8,26,75,19,25%
719,8/6/11 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,55,336,74,18,29,129,45,17%
618,8/7/11 0:00,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,822,145,28,106,245,39,17%
305,8/8/11 0:00,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,45,605,58,14,31,103,27,29%
305,8/9/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,57,313,70,21,15,127,55,41%
508,8/10/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,54,337,67,20,13,121,54,34%
631,8/11/11 0:00,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,190,300,200,490,260,"1,558",378,98,247,638,131,30%
754,8/12/11 0:00,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,60,40,110,69,965,82,21,39,151,43,37%
